Anno,Regione,Fascia d'età,Occupati,Area Geografica,Count,Percentage,PercentageOccupati
2023,Lazio,65+,76240,Centro,4,0.4206098843322818,0.005246589716684155
2023,Liguria,15+,633017,NordOvest,10,1.0515247108307046,0.001579736405183431
2023,Liguria,15-64,607214,NordOvest,10,1.0515247108307046,0.0016468658496016232
2023,Liguria,65+,25803,,0,0.0,0.0
2023,Lombardia,15+,4500716,NordOvest,72,7.570977917981073,0.0015997454627219314
2023,Lombardia,15-64,4379431,NordOvest,64,6.729758149316509,0.001461377060170602
2023,Lombardia,65+,121285,NordOvest,8,0.8412197686645636,0.006596034134476646
2023,Marche,15+,641107,Centro,9,0.9463722397476341,0.0014038218269337257
2023,Marche,15-64,618378,Centro,8,0.8412197686645636,0.0012937070853102795
2023,Marche,65+,22729,Centro,1,0.10515247108307045,0.004399665625412469
2023,Molise,15+,106313,,0,0.0,0.0
2023,Molise,15-64,102624,,0,0.0,0.0
2023,Molise,65+,3689,,0,0.0,0.0
2023,Piemonte,15+,1800861,NordOvest,25,2.6288117770767614,0.00138822485466674
2023,Piemonte,15-64,1748488,NordOvest,25,2.6288117770767614,0.0014298067816307576
2023,Piemonte,65+,52373,,0,0.0,0.0
2023,Puglia,0-14,,Sud,1,0.10515247108307045,0.0
2023,Puglia,15+,1292646,Sud,22,2.3133543638275498,0.0017019354100039764
2023,Puglia,15-64,1257883,Sud,17,1.7875920084121977,0.001351477045162388
2023,Puglia,65+,34763,Sud,5,0.5257623554153523,0.014383108477404136
2023,Sardegna,15+,576709,,0,0.0,0.0
2023,Sardegna,15-64,557119,,0,0.0,0.0
2023,Sardegna,65+,19590,,0,0.0,0.0
2023,Sicilia,15+,1410776,Sud,24,2.5236593059936907,0.0017011914010445317
2023,Sicilia,15-64,1368837,Sud,21,2.2082018927444795,0.0015341490623061768
2023,Sicilia,65+,41939,Sud,3,0.31545741324921134,0.007153246381649539
2023,Toscana,0-14,,Centro,1,0.10515247108307045,0.0
2023,Toscana,15+,1628035,Centro,18,1.8927444794952681,0.0011056273360216457
2023,Toscana,15-64,1563869,Centro,16,1.6824395373291272,0.0010231035975519689
2023,Toscana,65+,64166,Centro,2,0.2103049421661409,0.0031169155004207834
2023,Total,0-14,,Total,3,0.31545741324921134,0.0
2023,Total,15-64,,Total,284,29.863301787592007,0.0
2023,Total,65+,,Total,31,3.2597266035751837,0.0
2023,Trentino Alto Adige,15+,507708,NordEst,10,1.0515247108307046,0.001969636090036005
2023,Trentino Alto Adige,15-64,492094,NordEst,9,0.9463722397476341,0.0018289188650948802
2023,Trentino Alto Adige,65+,15614,NordEst,1,0.10515247108307045,0.00640450877417702
2023,Umbria,15+,361596,Centro,11,1.1566771819137749,0.0030420690494363874
2023,Umbria,15-64,347298,Centro,11,1.1566771819137749,0.0031673087665347916
2023,Umbria,65+,14298,,0,0.0,0.0
2023,Valle D'Aosta,15+,56813,NordOvest,1,0.10515247108307045,0.0017601605266400295
2023,Valle D'Aosta,15-64,55114,NordOvest,1,0.10515247108307045,0.0018144210182530754
2023,Valle D'Aosta,65+,1699,,0,0.0,0.0
2023,Veneto,15+,2225751,,0,0.0,0.0
2023,Veneto,15-64,2155300,,0,0.0,0.0
2023,Veneto,65+,70451,,0,0.0,0.0
2024,Abruzzo,15+,,Sud,7,0.684931506849315,0.0
2024,Abruzzo,15-64,,Sud,5,0.4892367906066536,0.0
2024,Abruzzo,65+,,Sud,2,0.19569471624266144,0.0
2024,Basilicata,15+,,Sud,4,0.3913894324853229,0.0
2024,Basilicata,15-64,,Sud,4,0.3913894324853229,0.0
2024,Calabria,15+,,Sud,9,0.8806262230919765,0.0
2024,Calabria,15-64,,Sud,8,0.7827788649706457,0.0
2024,Calabria,65+,,Sud,1,0.09784735812133072,0.0
2024,Campania,0-14,,Sud,1,0.09784735812133072,0.0
2024,Campania,15+,,Sud,35,3.4246575342465753,0.0
2024,Campania,15-64,,Sud,33,3.2289628180039136,0.0
2024,Campania,65+,,Sud,2,0.19569471624266144,0.0
2024,Emilia Romagna,0-14,,NordEst,1,0.09784735812133072,0.0
2024,Emilia Romagna,15+,,NordEst,38,3.7181996086105675,0.0
2024,Emilia Romagna,15-64,,NordEst,29,2.8375733855185907,0.0
2024,Emilia Romagna,65+,,NordEst,9,0.8806262230919765,0.0
2024,Friuli Venezia Giulia,15+,,NordEst,6,0.5870841487279843,0.0
2024,Friuli Venezia Giulia,15-64,,NordEst,5,0.4892367906066536,0.0
2024,Friuli Venezia Giulia,65+,,NordEst,1,0.09784735812133072,0.0
2024,Lazio,15+,,Centro,32,3.131115459882583,0.0
2024,Lazio,15-64,,Centro,30,2.935420743639922,0.0
2024,Lazio,65+,,Centro,2,0.19569471624266144,0.0
2024,Liguria,15+,,NordOvest,8,0.7827788649706457,0.0
2024,Liguria,15-64,,NordOvest,5,0.4892367906066536,0.0
2024,Liguria,65+,,NordOvest,3,0.29354207436399216,0.0
2024,Lombardia,0-14,,NordOvest,1,0.09784735812133072,0.0
2024,Lombardia,15+,,NordOvest,70,6.8493150684931505,0.0
2024,Lombardia,15-64,,NordOvest,67,6.555772994129158,0.0
2024,Lombardia,65+,,NordOvest,3,0.29354207436399216,0.0
2024,Marche,15+,,Centro,5,0.4892367906066536,0.0
2024,Marche,15-64,,Centro,4,0.3913894324853229,0.0
2024,Marche,65+,,Centro,1,0.09784735812133072,0.0
2024,Molise,15+,,Sud,1,0.09784735812133072,0.0
2024,Molise,65+,,Sud,1,0.09784735812133072,0.0
2024,Piemonte,15+,,NordOvest,25,2.446183953033268,0.0
2024,Piemonte,15-64,,NordOvest,20,1.9569471624266144,0.0
2024,Piemonte,65+,,NordOvest,5,0.4892367906066536,0.0
2024,Puglia,15+,,Sud,26,2.5440313111545985,0.0
2024,Puglia,15-64,,Sud,24,2.3483365949119372,0.0
2024,Puglia,65+,,Sud,2,0.19569471624266144,0.0
2024,Sicilia,15+,,Sud,29,2.8375733855185907,0.0
2024,Sicilia,15-64,,Sud,25,2.446183953033268,0.0
2024,Sicilia,65+,,Sud,4,0.3913894324853229,0.0
2024,Toscana,0-14,,Centro,1,0.09784735812133072,0.0
2024,Toscana,15+,,Centro,20,1.9569471624266144,0.0
2024,Toscana,15-64,,Centro,19,1.8590998043052838,0.0
2024,Toscana,65+,,Centro,1,0.09784735812133072,0.0
2024,Total,0-14,,Total,4,0.3913894324853229,0.0
2024,Total,15-64,,Total,296,28.962818003913892,0.0
2024,Total,65+,,Total,42,4.10958904109589,0.0
2024,Trentino Alto Adige,15+,,NordEst,14,1.36986301369863,0.0
2024,Trentino Alto Adige,15-64,,NordEst,11,1.076320939334638,0.0
2024,Trentino Alto Adige,65+,,NordEst,3,0.29354207436399216,0.0
2024,Umbria,15+,,Centro,7,0.684931506849315,0.0
2024,Umbria,15-64,,Centro,6,0.5870841487279843,0.0
2024,Umbria,65+,,Centro,1,0.09784735812133072,0.0
2024,Valle D'Aosta,15+,,NordOvest,2,0.19569471624266144,0.0
2024,Valle D'Aosta,15-64,,NordOvest,1,0.09784735812133072,0.0
2024,Valle D'Aosta,65+,,NordOvest,1,0.09784735812133072,0.0
